City,State,Confirmed,Deaths,Recovered,Active
Rice,Minnesota,6,1,0,5
Richland,Illinois,2,0,0,2
Richland,Louisiana,27,0,0,27
Richland,Montana,3,0,0,3
Richland,North Dakota,4,0,0,4
Richland,Ohio,50,1,0,49
Richland,South Carolina,612,14,0,598
Richland,Wisconsin,8,1,0,7
Richmond,Georgia,238,10,0,228
Richmond,North Carolina,17,2,0,15
Richmond,Virginia,8,0,0,8
Richmond City,Virginia,201,10,0,191
Riley,Kansas,27,0,0,27
Rio Arriba,New Mexico,10,0,0,10
Rio Blanco,Colorado,1,0,0,1
Rio Grande,Colorado,7,0,0,7
Ripley,Indiana,77,3,0,74
Ripley,Missouri,3,0,0,3
Riverside,California,2457,69,0,2388
Roane,Tennessee,7,0,0,7
Roane,West Virginia,2,0,0,2
Roanoke,Virginia,20,0,0,20
Roanoke City,Virginia,24,0,0,24
Roberts,South Dakota,4,0,0,4
Roberts,Texas,1,0,0,1
Robertson,Tennessee,95,0,0,95
Robertson,Texas,2,0,0,2
Robeson,North Carolina,20,0,0,20
Rock,Minnesota,3,0,0,3
Rock,Wisconsin,63,4,0,59
Rock Island,Illinois,167,4,0,163
Rockbridge,Virginia,5,0,0,5
Rockcastle,Kentucky,11,0,0,11
Rockdale,Georgia,116,6,0,110
Rockingham,New Hampshire,449,1,0,448
Rockingham,North Carolina,16,2,0,14
Rockingham,Virginia,83,0,0,83
Rockland,New York,8987,319,0,8668
Rockwall,Texas,39,0,0,39
Rogers,Oklahoma,30,2,0,28
Rolette,North Dakota,1,0,0,1
Rooks,Kansas,3,0,0,3
Roosevelt,Montana,6,0,0,6
Roosevelt,New Mexico,1,0,0,1
Roscommon,Michigan,9,0,0,9
Roseau,Minnesota,1,0,0,1
Ross,Ohio,28,0,0,28
Routt,Colorado,43,1,0,42
Rowan,Kentucky,2,0,0,2
Rowan,North Carolina,231,12,0,219
Rush,Indiana,20,1,0,19
Rusk,Texas,27,1,0,26
Rusk,Wisconsin,3,0,0,3
Russell,Alabama,35,0,0,35
Russell,Kentucky,11,2,0,9
Russell,Virginia,2,0,0,2
Rutherford,North Carolina,59,2,0,57
Rutherford,Tennessee,271,6,0,265
Rutland,Vermont,41,1,0,40
Sabine,Louisiana,13,0,0,13
Sabine,Texas,1,0,0,1
Sacramento,California,896,32,0,864
Sagadahoc,Maine,15,0,0,15
Saginaw,Michigan,369,24,0,345
Saguache,Colorado,3,0,0,3
Salem,New Jersey,102,4,0,98
Salem,Virginia,6,0,0,6
Saline,Arkansas,37,1,0,36
Saline,Illinois,3,0,0,3
Saline,Kansas,15,2,0,13
Saline,Missouri,53,0,0,53
Saline,Nebraska,3,0,0,3
Salt Lake,Utah,1456,12,0,1444
Saluda,South Carolina,9,0,0,9
Sampson,North Carolina,18,0,0,18
San Augustine,Texas,14,1,0,13
San Benito,California,44,2,0,42
San Bernardino,California,1032,47,0,985
San Diego,California,2087,63,0,2024
San Francisco,California,1058,20,0,1038
San Jacinto,Texas,10,0,0,10
San Joaquin,California,371,17,0,354
San Juan,New Mexico,229,13,0,216
San Juan,Utah,17,2,0,15
San Juan,Washington,13,0,0,13
San Luis Obispo,California,127,1,0,126
San Mateo,California,797,28,0,769
San Miguel,Colorado,12,0,0,12
San Miguel,New Mexico,2,0,0,2
San Patricio,Texas,8,0,0,8
Sanborn,South Dakota,3,0,0,3
Sandoval,New Mexico,293,5,0,288
Sandusky,Ohio,16,2,0,14
Sangamon,Illinois,58,3,0,55
Sanilac,Michigan,27,3,0,24
Santa Barbara,California,354,3,0,351
Santa Clara,California,1870,73,0,1797
Santa Cruz,Arizona,14,0,0,14
Santa Cruz,California,98,2,0,96
Santa Fe,New Mexico,79,0,0,79
Santa Rosa,Florida,130,6,0,124
Sarasota,Florida,274,22,0,252
Saratoga,New York,236,4,0,232
Sargent,North Dakota,1,0,0,1
Sarpy,Nebraska,47,0,0,47
Sauk,Wisconsin,31,3,0,28
Saunders,Nebraska,6,0,0,6
Sawyer,Wisconsin,2,0,0,2
Schenectady,New York,295,8,0,287
Schley,Georgia,15,1,0,14
Schoharie,New York,20,0,0,20
Schoolcraft,Michigan,3,0,0,3
Schuyler,Illinois,1,0,0,1
Schuyler,New York,8,0,0,8
Schuylkill,Pennsylvania,244,4,0,240
Scioto,Ohio,5,0,0,5
Scotland,Missouri,4,0,0,4
Scotland,North Carolina,11,0,0,11
Scott,Arkansas,1,0,0,1
Scott,Indiana,20,2,0,18
Scott,Iowa,155,3,0,152
Scott,Kansas,1,0,0,1
Scott,Kentucky,22,0,0,22
Scott,Minnesota,23,1,0,22
Scott,Mississippi,96,0,0,96
Scott,Missouri,42,0,0,42
Scott,Tennessee,11,0,0,11
Scott,Virginia,3,0,0,3
Scotts Bluff,Nebraska,17,0,0,17
Screven,Georgia,11,1,0,10
Scurry,Texas,2,0,0,2
Searcy,Arkansas,6,0,0,6
Sebastian,Arkansas,11,0,0,11
Sedgwick,Kansas,231,3,0,228
Seminole,Florida,313,4,0,309
Seminole,Georgia,19,2,0,17
Seminole,Oklahoma,7,1,0,6
Seneca,New York,18,0,0,18
Seneca,Ohio,11,1,0,10
Sequatchie,Tennessee,3,0,0,3
Sequoyah,Oklahoma,10,2,0,8
Sevier,Arkansas,8,0,0,8
Sevier,Tennessee,22,0,0,22
Seward,Kansas,24,0,0,24
Seward,Nebraska,1,0,0,1
Sharkey,Mississippi,3,0,0,3
Sharp,Arkansas,2,0,0,2
Shasta,California,26,3,0,23
Shawano,Wisconsin,6,0,0,6
Shawnee,Kansas,90,5,0,85
Sheboygan,Wisconsin,38,2,0,36
Shelby,Alabama,248,8,0,240
Shelby,Illinois,4,0,0,4
Shelby,Indiana,97,4,0,93
Shelby,Iowa,9,0,0,9
Shelby,Kentucky,22,2,0,20
Shelby,Missouri,1,0,0,1
Shelby,Ohio,28,0,0,28
Shelby,Tennessee,1492,33,0,1459
Shelby,Texas,53,0,0,53
Shenandoah,Virginia,33,0,0,33
Sherburne,Minnesota,12,0,0,12
Sheridan,Wyoming,12,0,0,12
Sherman,Kansas,1,0,0,1
Sherman,Oregon,1,0,0,1
Sherman,Texas,6,0,0,6
Shiawassee,Michigan,86,2,0,84
Sibley,Minnesota,1,0,0,1
Silver Bow,Montana,11,0,0,11
Simpson,Kentucky,20,2,0,18
Simpson,Mississippi,14,0,0,14
Sioux,Iowa,7,0,0,7
Sioux,North Dakota,1,0,0,1
Siskiyou,California,5,0,0,5
Skagit,Washington,218,6,0,212
Skamania,Washington,3,0,0,3
Slope,North Dakota,3,0,0,3
Smith,Kansas,2,0,0,2
Smith,Mississippi,38,1,0,37
Smith,Tennessee,11,1,0,10
Smith,Texas,112,2,0,110
Smyth,Virginia,11,0,0,11
Snohomish,Washington,2056,88,0,1968
Snyder,Pennsylvania,25,1,0,24
Socorro,New Mexico,20,0,0,20
Solano,California,169,2,0,167
Somerset,Maine,15,0,0,15
Somerset,Maryland,9,0,0,9
Somerset,New Jersey,2195,135,0,2060
Somerset,Pennsylvania,15,0,0,15
Sonoma,California,172,2,0,170
Southampton,Virginia,7,0,0,7
Southeast Fairbanks,Alaska,1,0,0,1
Spalding,Georgia,119,5,0,114
Spartanburg,South Carolina,204,5,0,199
Spencer,Indiana,4,0,0,4
Spencer,Kentucky,8,0,0,8
Spink,South Dakota,3,0,0,3
Spokane,Washington,298,17,0,281
Spotsylvania,Virginia,69,0,0,69
St. Bernard,Louisiana,404,11,0,393
St. Charles,Louisiana,471,26,0,445
St. Charles,Missouri,426,17,0,409
St. Clair,Alabama,52,0,0,52
St. Clair,Illinois,254,17,0,237
St. Clair,Michigan,236,8,0,228
St. Clair,Missouri,2,0,0,2
St. Croix,Wisconsin,11,0,0,11
St. Francis,Arkansas,63,0,0,63
St. Francois,Missouri,24,1,0,23
St. Helena,Louisiana,18,1,0,17
St. James,Louisiana,216,14,0,202
St. John the Baptist,Louisiana,623,50,0,573
St. Johns,Florida,186,4,0,182
St. Joseph,Indiana,358,7,0,351
St. Joseph,Michigan,23,1,0,22
St. Landry,Louisiana,119,18,0,101
St. Lawrence,New York,96,0,0,96
St. Louis,Minnesota,45,7,0,38
St. Louis,Missouri,2088,72,0,2016
St. Louis City,Missouri,766,28,0,738
St. Lucie,Florida,192,11,0,181
St. Martin,Louisiana,184,10,0,174
St. Mary,Louisiana,137,9,0,128
St. Mary's,Maryland,100,1,0,99
St. Tammany,Louisiana,961,66,0,895
Stafford,Kansas,1,0,0,1
Stafford,Virginia,128,0,0,128
Stanislaus,California,187,4,0,183
Stanly,North Carolina,20,2,0,18
Stanton,Kansas,3,0,0,3
Stanton,Nebraska,1,0,0,1
Stark,Illinois,1,0,0,1
Stark,North Dakota,37,2,0,35
Stark,Ohio,210,22,0,188
Starke,Indiana,10,1,0,9
Starr,Texas,7,0,0,7
Staunton,Virginia,4,0,0,4
Ste. Genevieve,Missouri,7,1,0,6
Stearns,Minnesota,14,0,0,14
Steele,Minnesota,9,0,0,9
Stephens,Georgia,28,1,0,27
Stephens,Oklahoma,15,1,0,14
Stephens,Texas,1,0,0,1
Stephenson,Illinois,10,0,0,10
Steuben,Indiana,16,1,0,15
Steuben,New York,154,18,0,136
Stevens,Kansas,3,0,0,3
Stevens,Washington,7,1,0,6
Stewart,Georgia,13,0,0,13
Stewart,Tennessee,4,0,0,4
Stillwater,Montana,1,0,0,1
Stoddard,Missouri,15,0,0,15
Stokes,North Carolina,10,0,0,10
Stone,Arkansas,7,0,0,7
Stone,Mississippi,17,0,0,17
Stone,Missouri,3,0,0,3
Story,Iowa,17,0,0,17
Strafford,New Hampshire,84,0,0,84
Stutsman,North Dakota,1,0,0,1
Sublette,Wyoming,1,0,0,1
Suffolk,Massachusetts,7272,164,0,7108
Suffolk,New York,25035,693,0,24342
Suffolk,Virginia,70,0,0,70
Sullivan,Indiana,7,0,0,7
Sullivan,New Hampshire,9,0,0,9
Sullivan,New York,505,11,0,494
Sullivan,Pennsylvania,1,0,0,1
Sullivan,Tennessee,45,1,0,44
Sully,South Dakota,1,0,0,1
Summers,West Virginia,1,0,0,1
Summit,Colorado,93,1,0,92
Summit,Ohio,323,17,0,306
Summit,Utah,311,0,0,311
Sumner,Kansas,3,1,0,2
Sumner,Tennessee,491,28,0,463
Sumter,Alabama,33,0,0,33
Sumter,Florida,120,11,0,109
Sumter,Georgia,302,14,0,288
Sumter,South Carolina,176,6,0,170
Sunflower,Mississippi,45,2,0,43
Surry,North Carolina,16,0,0,16
Surry,Virginia,3,0,0,3
Susquehanna,Pennsylvania,58,1,0,57
Sussex,Delaware,811,22,0,789
Sussex,New Jersey,591,54,0,537
Sussex,Virginia,11,0,0,11
Sutter,California,24,2,0,22
Suwannee,Florida,87,5,0,82
Sweetwater,Wyoming,10,0,0,10
Swift,Minnesota,1,0,0,1
Swisher,Texas,4,0,0,4
Switzerland,Indiana,12,0,0,12
Talbot,Georgia,16,1,0,15
Talbot,Maryland,14,1,0,13
Talladega,Alabama,42,1,0,41
Tallahatchie,Mississippi,8,1,0,7
Tallapoosa,Alabama,160,9,0,151
Tama,Iowa,121,5,0,116
Taney,Missouri,8,1,0,7
Tangipahoa,Louisiana,435,18,0,417
Taos,New Mexico,15,0,0,15
Tarrant,Texas,1175,35,0,1140
Tate,Mississippi,27,0,0,27
Tattnall,Georgia,5,0,0,5
Taylor,Florida,1,0,0,1
Taylor,Georgia,10,2,0,8
Taylor,Iowa,1,0,0,1
Taylor,Kentucky,4,0,0,4
Taylor,Texas,89,2,0,87
Taylor,West Virginia,5,0,0,5
Tazewell,Illinois,21,3,0,18
Tazewell,Virginia,4,0,0,4
Tehama,California,1,1,0,0
Telfair,Georgia,13,0,0,13
Teller,Colorado,17,2,0,15
Tensas,Louisiana,1,0,0,1
Terrebonne,Louisiana,293,18,0,275
Terrell,Georgia,139,13,0,126
Terry,Texas,10,0,0,10
Teton,Idaho,7,0,0,7
Teton,Wyoming,61,0,0,61
Texas,Missouri,0,0,0,0
Texas,Oklahoma,9,1,0,8
Thomas,Georgia,112,14,0,98
Thurston,Washington,89,1,0,88
Tift,Georgia,81,4,0,77
Tillamook,Oregon,6,0,0,6
Tillman,Oklahoma,1,0,0,1
Tioga,New York,30,0,0,30
Tioga,Pennsylvania,14,1,0,13
Tippah,Mississippi,45,6,0,39
Tippecanoe,Indiana,53,2,0,51
Tipton,Indiana,10,1,0,9
Tipton,Tennessee,54,0,0,54
Tishomingo,Mississippi,2,0,0,2
Titus,Texas,8,0,0,8
Todd,Kentucky,9,0,0,9
Todd,Minnesota,2,0,0,2
Todd,South Dakota,1,0,0,1
Tolland,Connecticut,258,24,0,234
Tom Green,Texas,41,1,0,40
Tompkins,New York,119,0,0,119
Tooele,Utah,38,0,0,38
Toole,Montana,29,4,0,25
Toombs,Georgia,18,2,0,16
Torrance,New Mexico,12,0,0,12
Towns,Georgia,10,0,0,10
Transylvania,North Carolina,6,0,0,6
Traverse,Minnesota,2,0,0,2
Travis,Texas,1074,21,0,1053
Trempealeau,Wisconsin,1,0,0,1
Treutlen,Georgia,1,0,0,1
Trigg,Kentucky,4,0,0,4
Trimble,Kentucky,2,0,0,2
Trinity,Texas,7,0,0,7
Troup,Georgia,78,4,0,74
Trousdale,Tennessee,19,1,0,18
Trumbull,Ohio,213,15,0,198
Tucker,West Virginia,4,0,0,4
Tulare,California,382,17,0,365
Tulsa,Oklahoma,376,21,0,355
Tunica,Mississippi,28,1,0,27
Tuolumne,California,2,0,0,2
Turner,Georgia,50,1,0,49
Turner,South Dakota,5,0,0,5
Tuscaloosa,Alabama,152,0,0,152
Tuscarawas,Ohio,31,0,0,31
Tuscola,Michigan,54,10,0,44
Twiggs,Georgia,4,0,0,4
Twin Falls,Idaho,100,8,0,92
Tyler,Texas,6,0,0,6
Tyler,West Virginia,3,0,0,3
Tyrrell,North Carolina,4,0,0,4
Uinta,Wyoming,6,0,0,6
Ulster,New York,880,15,0,865
Umatilla,Oregon,23,0,0,23
Unassigned,Alabama,0,0,0,0
Unassigned,Alaska,0,4,0,-4
Unassigned,Arizona,0,42,0,-42
Unassigned,Arkansas,43,0,0,43
Unassigned,California,0,0,0,0
Unassigned,Colorado,96,1,0,95
Unassigned,Connecticut,495,2,0,493
Unassigned,Delaware,22,0,0,22
Unassigned,Florida,4,0,0,4
Unassigned,Georgia,255,0,0,255
Unassigned,Hawaii,5,0,0,5
Unassigned,Idaho,0,0,0,0
Unassigned,Illinois,74,1,0,73
Unassigned,Indiana,0,0,0,0
Unassigned,Iowa,1,0,0,1
Unassigned,Kansas,0,0,0,0
Unassigned,Kentucky,87,1,0,86
Unassigned,Louisiana,56,1,0,55
Unassigned,Maine,1,0,0,1
Unassigned,Massachusetts,760,16,0,744
Unassigned,Michigan,46,4,0,42
Unassigned,Minnesota,0,0,0,0
Unassigned,Mississippi,0,0,0,0
Unassigned,Missouri,0,0,0,0
Unassigned,Montana,0,0,0,0
Unassigned,Nebraska,92,9,0,83
Unassigned,Nevada,98,1,0,97
Unassigned,New Hampshire,2,34,0,-32
Unassigned,New Jersey,719,3,0,716
Unassigned,New Mexico,0,0,0,0
Unassigned,New York,0,574,0,-574
Unassigned,Ohio,0,0,0,0
Unassigned,Oklahoma,108,5,0,103
Unassigned,Oregon,0,0,0,0
Unassigned,Pennsylvania,0,0,0,0
Unassigned,Rhode Island,790,115,0,675
Unassigned,South Dakota,0,0,0,0
Unassigned,Tennessee,209,0,0,209
Unassigned,Utah,0,0,0,0
Unassigned,Vermont,10,0,0,10
Unassigned,Virginia,0,67,0,-67
Unassigned,Washington,334,0,0,334
Unassigned,West Virginia,0,9,0,-9
Unassigned,Wisconsin,0,0,0,0
Unassigned,Wyoming,0,1,0,-1
Unicoi,Tennessee,1,0,0,1
Union,Arkansas,20,0,0,20
Union,Florida,2,0,0,2
Union,Georgia,10,1,0,9
Union,Illinois,4,0,0,4
Union,Indiana,6,0,0,6
Union,Iowa,1,0,0,1
Union,Kentucky,6,0,0,6
Union,Louisiana,71,5,0,66
Union,Mississippi,9,1,0,8
Union,New Jersey,8429,330,0,8099
Union,North Carolina,141,3,0,138
Union,Ohio,12,0,0,12
Union,Oregon,4,0,0,4
Union,Pennsylvania,26,0,0,26
Union,South Carolina,23,0,0,23
Union,South Dakota,4,0,0,4
Union,Tennessee,3,0,0,3
Upshur,Texas,9,0,0,9
Upshur,West Virginia,4,0,0,4
Upson,Georgia,162,8,0,154
Utah,Utah,403,4,0,399
Uvalde,Texas,6,0,0,6
Val Verde,Texas,12,0,0,12
Valencia,New Mexico,24,0,0,24
Valley,Idaho,2,0,0,2
Van Buren,Arkansas,26,2,0,24
Van Buren,Iowa,8,0,0,8
Van Buren,Michigan,28,2,0,26
Van Buren,Tennessee,1,0,0,1
Van Wert,Ohio,2,0,0,2
Van Zandt,Texas,11,1,0,10
Vance,North Carolina,28,1,0,27
Vanderburgh,Indiana,76,1,0,75
Venango,Pennsylvania,6,0,0,6
Ventura,California,396,13,0,383
Vermilion,Illinois,8,0,0,8
Vermilion,Louisiana,28,1,0,27
Vermillion,Indiana,5,0,0,5
Vernon,Louisiana,14,1,0,13
Vernon,Missouri,4,0,0,4
Victoria,Texas,89,1,0,88
Vigo,Indiana,48,3,0,45
Vilas,Wisconsin,4,0,0,4
Virginia Beach,Virginia,265,6,0,259
Volusia,Florida,270,9,0,261
Wabash,Illinois,1,0,0,1
Wabash,Indiana,9,0,0,9
Wabasha,Minnesota,8,0,0,8
Wabaunsee,Kansas,1,0,0,1
Wagoner,Oklahoma,107,7,0,100
Wahkiakum,Washington,2,0,0,2
Wake,North Carolina,574,3,0,571
Wakulla,Florida,14,1,0,13
Waldo,Maine,42,5,0,37
Walker,Alabama,83,0,0,83
Walker,Georgia,13,0,0,13
Walker,Texas,67,0,0,67
Walla Walla,Washington,26,0,0,26
Waller,Texas,23,0,0,23
Wallowa,Oregon,1,0,0,1
Walsh,North Dakota,3,0,0,3
Walthall,Mississippi,22,0,0,22
Walton,Florida,31,0,0,31
Walton,Georgia,59,3,0,56
Walworth,South Dakota,5,0,0,5
Walworth,Wisconsin,75,3,0,72
Wapello,Iowa,6,0,0,6
Ward,North Dakota,20,1,0,19
Ware,Georgia,77,5,0,72
Warren,Georgia,10,0,0,10
Warren,Illinois,2,0,0,2
Warren,Indiana,5,1,0,4
Warren,Iowa,17,0,0,17
Warren,Kentucky,71,0,0,71
Warren,Mississippi,17,1,0,16
Warren,Missouri,18,0,0,18
Warren,New Jersey,521,36,0,485
Warren,New York,91,0,0,91
Warren,North Carolina,3,0,0,3
Warren,Ohio,93,5,0,88
Warren,Pennsylvania,1,0,0,1
Warren,Tennessee,4,0,0,4
Warren,Virginia,22,0,0,22
Warrick,Indiana,53,4,0,49
Wasatch,Utah,103,1,0,102
Wasco,Oregon,10,0,0,10
Waseca,Minnesota,3,0,0,3
Washakie,Wyoming,5,0,0,5
Washburn,Wisconsin,1,0,0,1
Washington,Alabama,14,1,0,13
Washington,Arkansas,45,0,0,45
Washington,Colorado,5,0,0,5
Washington,Florida,6,0,0,6
Washington,Georgia,23,0,0,23
Washington,Idaho,1,0,0,1
Washington,Illinois,5,0,0,5
Washington,Indiana,27,0,0,27
Washington,Iowa,109,5,0,104
Washington,Kentucky,3,0,0,3
Washington,Louisiana,184,11,0,173
Washington,Maine,2,0,0,2
Washington,Maryland,116,1,0,115
Washington,Minnesota,92,3,0,89
Washington,Mississippi,68,2,0,66
Washington,Missouri,4,0,0,4
Washington,Nebraska,20,0,0,20
Washington,New York,48,2,0,46
Washington,North Carolina,18,2,0,16
Washington,Ohio,55,5,0,50
Washington,Oklahoma,124,6,0,118
Washington,Oregon,383,7,0,376
Washington,Pennsylvania,75,1,0,74
Washington,Rhode Island,225,0,0,225
Washington,Tennessee,46,0,0,46
Washington,Texas,49,4,0,45
Washington,Utah,74,1,0,73
Washington,Vermont,30,1,0,29
Washington,Virginia,28,0,0,28
Washington,Wisconsin,81,3,0,78
Washoe,Nevada,572,15,0,557
Washtenaw,Michigan,855,25,0,830
Watauga,North Carolina,8,0,0,8
Watonwan,Minnesota,4,0,0,4
Waukesha,Wisconsin,255,11,0,244
Waupaca,Wisconsin,4,1,0,3
Waushara,Wisconsin,2,0,0,2
Wayne,Georgia,7,0,0,7
Wayne,Indiana,22,2,0,20
Wayne,Kentucky,6,0,0,6
Wayne,Michigan,13233,1044,0,12189
Wayne,Mississippi,10,0,0,10
Wayne,Nebraska,1,0,0,1
Wayne,New York,49,0,0,49
Wayne,North Carolina,246,4,0,242
Wayne,Ohio,72,11,0,61
Wayne,Pennsylvania,81,2,0,79
Wayne,Tennessee,2,0,0,2
Wayne,West Virginia,74,0,0,74
Waynesboro,Virginia,7,0,0,7
Weakley,Tennessee,6,0,0,6
Webb,Texas,245,11,0,234
Weber,Utah,110,1,0,109
Webster,Georgia,4,0,0,4
Webster,Iowa,2,0,0,2
Webster,Kentucky,12,0,0,12
Webster,Louisiana,74,4,0,70
Webster,Mississippi,17,1,0,16
Webster,Missouri,6,0,0,6
Webster,Nebraska,1,0,0,1
Weld,Colorado,960,60,0,900
Wells,Indiana,5,0,0,5
West Baton Rouge,Louisiana,83,9,0,74
West Carroll,Louisiana,4,0,0,4
West Feliciana,Louisiana,60,0,0,60
Westchester,New York,22476,668,0,21808
Westmoreland,Pennsylvania,249,13,0,236
Westmoreland,Virginia,9,0,0,9
Wetzel,West Virginia,3,0,0,3
Wexford,Michigan,7,1,0,6
Wharton,Texas,32,0,0,32
Whatcom,Washington,271,25,0,246
Wheeler,Georgia,3,0,0,3
White,Arkansas,29,0,0,29
White,Georgia,20,0,0,20
White,Indiana,6,0,0,6
White,Tennessee,4,0,0,4
White Pine,Nevada,3,0,0,3
Whiteside,Illinois,31,3,0,28
Whitfield,Georgia,40,3,0,37
Whitley,Indiana,14,1,0,13
Whitley,Kentucky,8,0,0,8
Whitman,Washington,14,0,0,14
Wichita,Texas,57,1,0,56
Wicomico,Maryland,103,1,0,102
Wilbarger,Texas,1,0,0,1
Wilcox,Alabama,40,0,0,40
Wilcox,Georgia,36,0,0,36
Wilkes,Georgia,11,0,0,11
Wilkes,North Carolina,4,1,0,3
Wilkin,Minnesota,7,2,0,5
Wilkinson,Georgia,19,1,0,18
Wilkinson,Mississippi,53,3,0,50
Will,Illinois,1566,90,0,1476
Willacy,Texas,7,1,0,6
Williams,North Dakota,8,0,0,8
Williams,Ohio,6,1,0,5
Williamsburg,South Carolina,19,0,0,19
Williamsburg,Virginia,19,1,0,18
Williamson,Illinois,13,0,0,13
Williamson,Tennessee,324,5,0,319
Williamson,Texas,140,4,0,136
Wilson,Kansas,1,0,0,1
Wilson,North Carolina,96,3,0,93
Wilson,Tennessee,161,1,0,160
Wilson,Texas,19,1,0,18
Winchester,Virginia,22,0,0,22
Windham,Connecticut,92,2,0,90
Windham,Vermont,60,2,0,58
Windsor,Vermont,33,2,0,31
Winkler,Texas,3,0,0,3
Winn,Louisiana,16,2,0,14
Winnebago,Illinois,145,4,0,141
Winnebago,Iowa,2,0,0,2
Winnebago,Wisconsin,34,1,0,33
Winneshiek,Iowa,5,0,0,5
Winona,Minnesota,56,8,0,48
Winston,Alabama,9,0,0,9
Winston,Mississippi,27,0,0,27
Wirt,West Virginia,2,0,0,2
Wise,Texas,8,2,0,6
Wise,Virginia,17,0,0,17
Wood,Ohio,73,6,0,67
Wood,Texas,6,0,0,6
Wood,West Virginia,29,0,0,29
Wood,Wisconsin,2,0,0,2
Woodbury,Iowa,25,0,0,25
Woodford,Illinois,11,0,0,11
Woodford,Kentucky,18,0,0,18
Woodruff,Arkansas,1,0,0,1
Woodson,Kansas,4,0,0,4
Woodward,Oklahoma,1,0,0,1
Worcester,Maryland,28,0,0,28
Worcester,Massachusetts,2765,84,0,2681
Worth,Georgia,116,4,0,112
Worth,Iowa,1,0,0,1
Worth,Missouri,1,0,0,1
Wright,Iowa,1,0,0,1
Wright,Minnesota,23,1,0,22
Wright,Missouri,9,0,0,9
Wyandot,Ohio,16,2,0,14
Wyandotte,Kansas,400,35,0,365
Wyoming,New York,44,3,0,41
Wyoming,Pennsylvania,16,1,0,15
Wyoming,West Virginia,1,0,0,1
Wythe,Virginia,8,0,0,8
Yadkin,North Carolina,11,1,0,10
Yakima,Washington,707,29,0,678
Yalobusha,Mississippi,14,0,0,14
Yamhill,Oregon,35,6,0,29
Yankton,South Dakota,23,0,0,23
Yates,New York,8,0,0,8
Yavapai,Arizona,69,1,0,68
Yazoo,Mississippi,81,1,0,80
Yell,Arkansas,2,0,0,2
Yellow Medicine,Minnesota,3,0,0,3
Yellowstone,Montana,67,0,0,67
Yolo,California,125,7,0,118
York,Maine,170,6,0,164
York,Nebraska,6,0,0,6
York,Pennsylvania,443,4,0,439
York,South Carolina,151,3,0,148
York,Virginia,38,1,0,37
Young,Texas,4,1,0,3
Yuba,California,15,1,0,14
Yukon-Koyukuk,Alaska,1,0,0,1
Yuma,Arizona,28,1,0,27
Yuma,Colorado,2,0,0,2
Zapata,Texas,6,0,0,6
Zavala,Texas,1,0,0,1